key,en,es,fil,zh_CN
Choice/df/disabled_text,"My social battery is kind of shit tbh, so I'm more of a homebody.","Tengo bateria social pesima, prefiero quedarme ne casa.",,
Text/e0/text,"I prefer to do things that keep me inside, away from people... Maybe we could do that together?",¿Preferio hacer cosa que me mantienen adentro... Tal vez podriamos hacer las juntos?,,
Text/e1/text,Oh,Ah,,
Text/e2/text,That sounds very... chill🧊.,Eso suena super... chill🧊.,,
Text/e3/text,You might have missed it but I don't really do... that.,Quiza no viste pero yo no hago... eso.,,
Text/e4/text,You’re not the one for me! 🥀🥀,¡No eres para mi! 🥀🥀,,
Text/e5/text,Sea Ya!,¡Nos vemos!,,
Text/e6/text,I’m shy,Soy Timida,,
Choice/e7/text,,,,
Choice/e7/disabled_text,I don't want strangers to look at me...,No quiero que me miren desconocidos...,,
Text/e8/text,I'm shy.,Soy timida.,,
Text/e9/text,What if they think I'm ugly...?,¿Que si piensan que soy fea...?,,
Text/ea/text,Confidence is key!! 💪,¡¡Confiansa!! 💪🩷,,
Text/eb/text,No one can decide you're ugly except you!,¡Nadien puede decidir que eres fea excepto tu!,,
Text/ec/text,How often do you go out? With you being shy...,¿Que tanto sales? Como eres timida...,,
Text/ed/text,Skiing,Esquiar,,
Choice/ee/text,,,,
Choice/ee/disabled_text,I actually like skiing!,¡Me gusta esquiar actualmente!,,
Text/ef/text,It can get intense but being out in the snow is so fun even when it gets risky.,Se puede poner intenso pero la nieve es divertido aunque haiga riesgo.,,
Text/f0/text,Woah!!,¡¡Ay!!,,
Text/f1/text,Maybe you are shy but you sound so so cool!,¡Al a mejor eres timido pero eres lo maximo!,,
Text/f2/text,You should tell me more about it!,¡Me deberias contar mas!,,
Text/f3/text,Tonite!!,¡¡Esta noche!!,,
Text/f4/text,Here and there,De vez en cuando,,
Choice/f5/text,,,,
Choice/f5/disabled_text,I go out here and there,Salgo de vez en cuando,,
Text/f6/text,To house parties or small gatherings,A fiestas de casa o juntas chicas,,
Text/f7/text,Definitely nothing more intense than that,Definitivamente nada mas intenso que eso,,
Text/f8/text,That's kinda cool...,Eso es cool...,,
Text/f9/text,Not really my style tho,Pero de verdad no es mi estilo...,,
Text/fa/text,kinda like you!,¡Igual que tu!,,
Text/fb/text,You’re not the one for me.🥀,No eres para mi.🥀,,
Text/fc/text,Sea ya!,¡Nos vemos!,,
Text/fd/text,Not much...,Nada de verdad...,,
Choice/fe/text,,,,
Choice/fe/disabled_text,"Not much, I prefer to do as little as possible to not get my heart stressing...","Nada de verdad, prefiero no estresar mi corazon por eso ago lo minimo posible…",,
Text/ff/text,A chef that can't handle the heat🔥 of the kitchen?,¿Un chef que no puede aguantar el calor🔥 ?,,
Text/100/text,That's so disappointing😒👎,Que naco😒👎,,
Text/101/text,You’re not the one for me.🥀,No eres para mi🥀,,
Text/102/text,Sea ya!,¡Nos vemos!,,
Text/103/text,Grocery store,En una tiendia...,,
Choice/104/text,,,,
Choice/104/disabled_text,"I work at a grocery store, it's just to carry me until I can start my forever career soon.","Trabajo en una tienda, nadamas es mientras empiezo mi carrera.",,
Text/105/text,I've been there!🤝,¡He estado ahi!🤝,,
Text/106/text,"It can totally feel hard to start but once you do, you better grind","Se puede sentir dificil de empezar pero cuando lo hagas, mas vale que te es fuerzes",,
Text/107/text,Untill you're at the top!,hasta que estes en la cima,,
Text/108/text,Hopefully you start soon...,Ojala empiezes pronto…,,
Text/109/text,What's your dream career?,¿A que carrera estas tratando de entrar?,,
Text/10a/text,Business owner,Ser dueño...,,
Choice/10b/text,,,,
Choice/10b/disabled_text,"I love working, I would like something that challenges me daily so that I feel like I always have something to overcome!","¡Me encanta trabajar, me gustaria hacer algo que me desafie todo los dias para sentir como que sali victoriosa!",,
Text/10c/text,I'd love to start my own business,Me gustaria empezar mi propia compañia,,
Text/10d/text,Wow!,¡Ay!,,
Text/10e/text,Respect that 💯%,Respecto eso 💯%,,
Text/10f/text,"You will totally get there, trust!","¡Lo vas a lograr, cree me!",,
Text/110/text,What do you do for fun when you're not preparing to be a big shot? 😎,¿Que haces cuando no trabajas para ser un Pez gordo? 😎,,
Text/111/text,Social events,Eventos sociales,,
Choice/112/text,,,,
Choice/112/disabled_text,"I like to go to social events, both for people looking to make connections and ones for fun!","Me gusta ir a eventos sociales, para hacer conectiones y para tener diversión",,
Text/113/text,"Hey hey, you're totally like me! Once you're a boss, you're going far!","¡Oye, oye, oye, eres igualito a mi! Cuando ya seas un patron vas a llegar muy lejos",,
Text/114/text,Let's meet up!,¡Vamos a juntar nos!,,
Text/115/text,Tonite!!!,¡Hoy en la noche!!!,,
Text/116/text,Walks around town,Pasiar por la cuidad,,
Choice/117/text,,,,
Choice/117/disabled_text,I enjoy walking the town,Me gusta ir a caminar por la cuidad,,
Text/118/text,Spending time just taking things in and decompressing,Relajando me mientras admiro todo,,
Text/119/text,It is my favorite past time for sure,Es mi pasa tiempo favorito,,
Text/11a/text,We seem to have a similar drive but don't click anywhere else😩😭,Tenemos la misma manera de pensar del trabajo pero no para todo lo demas😩😭,,
Text/11b/text,You’re not the one for me! Sea ya!,¡No eres para mi! ¡Nos vemos!,,
Text/11c/text,Relax at home,Relajar me en casa,,
Choice/11d/text,,,,
Choice/11d/disabled_text,I stay home and relax,Me gusta pasar la en mi casa relajando me,,
Text/11e/text,"I think any time I'm not working, I take the opportunity to rest...","Creo que si no estoy trabajando, estoy tomando el tiempo para descansar...",,
Text/11f/text,You'll make a good business owner but I need someone who is also the life of the party!🎉,¡Seras un buen dueño pero necesito alguien que tambien es la vida de la fiesta !🎉,,
Text/120/text,You aren't the one for me! 🥀🥀,¡No eres para mi! 🥀🥀,,
Text/121/text,Sea ya!,¡Nos vemos!,,
Text/122/text,Anything,Anything,,
Choice/123/text,,,,
Choice/123/disabled_text,"Work is work, doesn't really matter if I'm the boss or the employee as long as I get paid","Trabajo es trabajo... No importa si soy patron o empleado, mientras me paguen",,
Text/124/text,"I guess,,,","Supongo,,,",,
Text/125/text,Being so apathetic to your role doesn't seem like a career oriented move...🫤❓,Siendo tan apatetico de tu posicion no parece buena idea para tu carrera...🫤❓,,
Text/126/text,"Well, what you do for fun?","¿Pues, que haces para divertir te?",,
Text/127/text,Maybe your energy is directed elsewhere!,¡Al a mejor tu energia esta directada a otra parte!,,
Text/128/text,Sports,Deportes,,
Choice/129/text,,,,
Choice/129/disabled_text,"I love intense sports, things outside work must be wild and get my blood running!","¡Amo los deportes extremos, afuera del trabajo necessito que las cosas sean intensas y hagan que mi sangre corra!",,
Text/12a/text,"You seem fun outside of work, but I'd like someone that can totally ♊match♊ me in all aspects",Pareces divertido fura del trabajo pero me gustaria conocer alguien quien que pueda ♊igualar♊ en todos los belleza,,
Text/12b/text,This isn't going to work! You’re not the one for me!🥀,¡Esto no va a trabajar! No eres para mi!🥀,,
Text/12c/text,Sea ya!,¡Nos vemos!,,
Text/12d/text,Little of everything,Un poco de todo,,
Choice/12e/text,,,,
Choice/12e/disabled_text,A little big of everything I suppose... running... swimming,¿Un poco de to supongo? Como correr... o nadar...,,
Text/12f/text,You don't know yourself and I want someone like that to get to know me??,¿No te conoses a ti mismo? Y no creo que quiera que halgien asi me conosca,,
Text/130/text,I don’t even think you can.,Ni creo que puedas.,,
Text/131/text,You are not the one for me!🥀,¡No eres para mi!🥀,,
Text/132/text,Sea ya!,¡Nos vemos!,,
Text/133/text,Reading,Leer,,
Choice/134/text,,,,
Choice/134/disabled_text,"I mostly read and stay home, I prefer quiet spaces",Casi siempre leer y quedar me en casa. Prefiero lugares callados.,,
Text/135/text,LOVE someone with knowledge🤓!!!,¡¡¡Me ENCANTA alguien much conocimiento🤓!!!,,
Text/136/text,But we don't seem to match anywhere🙁🙁 !,¡Pero no somos iguales en niguna otra parte🙁🙁!,,
Text/137/text,"You are not the one for me🥀, sea ya!","¡No eres para mi🥀, nos vemos!",,
Text/138/text,Not sure...,No estoy segura...,,
Choice/139/text,,,,
Choice/139/disabled_text,"I don't know, hopefully something where I don't have to speak to people often...","No se, ojala en algo donde no tengo que hablar con las personas mucho...",,
Text/13a/text,I would rather get to hide in the back and not be there for long,Preferio esconderme atras y no estar ahi por mucho tiempo,,
Text/13b/text,You seem to not have a lot of confidence...,¡No parase que tengas mucha confiansa...,,
Text/13c/text,What are your hobbies?,¿Que son tus pasa tiempos?,,
Text/13d/text,You must do something for fun!,Tienes que hacer algo para divertirte!,,
Text/13e/text,Thrill seeking,Busco adrenalina,,
Choice/13f/text,,,,
Choice/13f/disabled_text,"I enjoy amusement parks, I specifically travel to places with wild coasters!","¡Me gustan los parques de diversion, especificamente visito lugares con montañas rusas salvajes!",,
Text/140/text,That sounds so fun!,¡Eso suen divertido!,,
Text/141/text,"Not exactly my idea of a good time however, soz!","¡Pero no exactamente mi idea de diversion, perdon!",,
Text/142/text,You're not the one for me.🥀 Sea Ya!,¡¡No eres para mi!🥀 Nos vemos!!,,
Text/143/text,Running,Correr,,
Choice/144/text,,,,
Choice/144/disabled_text,"I like going on runs, it gets the blood running without too much other types of intensity","Me gusta ir a correr, hace que la sangre corra sin otros tipos de molestia",,
Text/145/text,We both love to feel our blood pumping but not even in the same way.,A los dos nos gusta hacer que nuestra sangre corra pero ni de la misma manera.,,
Text/146/text,We don't match at all. 🥀🥀,No somos iguales en nada. 🥀🥀,,
Text/147/text,You're not the one for me! Sea Ya!,¡No eres para mi! ¡Nos vemos!,,
Text/148/text,I do but...,Si tengo pero...,,
Choice/149/text,,,,
Choice/149/disabled_text,I don't like going out...,No me gusta salir...,,
Text/14a/text,My hobbies have big communities online and I'm still too scared to participate  in that honestly,Mis pasatiempos tienen comunidades en linea grandes pero en hasta eso me da miedo participar,,
Text/14b/text,You clearly need a confidence boost...,Claramente necesitas un aumento de confiansa...,,
Text/14c/text,"However, I'd prefer someone already stable.",Pero you prefiero alguen que ya este estable.,,
Text/14d/text,You are not the one for me!🥀 Sea Ya!,¡No eres para mi🥀! ¡Nos vemos!,,
Text/14e/text,Unemployed,Sin empleo,,
Choice/14f/text,,,,
Choice/14f/disabled_text,I'm unemployed...,Estoy desempleado...,,
Text/150/text,Not really looking for a job at the moment... It'll come when it comes.,No estoy buscando trabajo al momento... Llega cuando llega,,
Text/151/text,,,,
Text/152/text,Yikes! 😬,¡Hijole! 😬,,
Text/153/text,That's not great mentality!,¡Esa no es buena mentalidad!,,
Text/154/text,What do you do in your free time? 🤔,¿Que haces en tu timepo libre? 🤔,,
Text/155/text,I'm sure you have a lot of it!,¡Deseguro tienes muchismo!,,
Choice/156/text,Party,Ir de fiesta,,
Choice/156/disabled_text,,,,
Text/157/text,I love to party!,¡Amo ir de fiesta!,,
Text/158/text,I love being the center of attention and the life of the room,Me encanta ser el centro de atencion y la vida del cuarto,,
Text/159/text,"Well, we have that in common!","¡Pues, tenemos eso en comun!",,
Text/15a/text,I love a good party! What's your favorite kind of party scene?,¡Me encanta las fiestas! ¿Que energia para la fiesta es tu favorita?,,
Choice/15b/text,Loud Party,Fiesta Ruidosa,,
Choice/15b/disabled_text,,,,
Text/15c/text,A loud party! Either music or chatting.,¡Una fiesta ruidosa! ¡No importa si es musica or platica.,,
Text/15d/text,I enjoy when everyone can sing to the music and dance together!,Me gusta cuando todos pueden cantar con la musica y bailar juntos!,,
Text/15e/text,"Well, you need to get your motivation to thrive in the work place, but at least we could have a blast together!","¡Bueno, necesitas motivación para el trabajo pero al menos podemos pasar la super!",,
Text/15f/text,Let's meet tonite!,¡Vamos a hacer eso esta noche!,,
Choice/160/text,Chatty Party,Fiesta para platica,,
Choice/160/disabled_text,,,,
Text/161/text,"Something for chatting, like a dinner party where everyone can listen to me speak.","Algo para platicar, donde todos me pueden escuchar hablar.",,
Text/162/text,Preferably it ends early too.,De preferencia termina tremprano tambien.,,
Text/163/text,We both enjoy to socialize our vibes are too different.,"¡A los dos nos gusta socializar, pero nuestra energy es demaciado diferente!",,
Text/164/text,You're not the one for me!🥀,¡No eres para mi!🥀🥀,,
Text/165/text,Sea ya!,¡Nos vemos!,,
Choice/166/text,Dj Booth,,,
Choice/166/disabled_text,,Prefiero ser DJ,,
Text/167/text,I enjoy the party from the DJ booth so I don't have to dance! Everyone can listen to my tunes instead,¡Disfruto la fiesta de la plataforma de la DJ para no tener que bailar! Todos pueden escuchar mi musica en vez,,
Text/168/text,The 🎧DJ🎶 carries the party but I need someone who can take me to the dance floor! What’s a party without some?!,¡El 🎧DJ🎶 es el centro de la fiesta pero necesito alguin que me pueda llevar a bailar! ¡¿Que es una fiesta sin eso?!,,
Text/169/text,"You're not the one for me🥀, sea ya!","¡No eres para mi🥀🥀, no vemos!",,
Choice/16a/text,Relaxing vibes,Energia relajante,,
Choice/16a/disabled_text,,,,
Text/16b/text,"I like going out once in a while, no parties or crowded spaces regularly thoug","Me gusta salir de vez en cuando, no fiestas o lugares llenos regularmente",,
Text/16c/text,"I love going out! We don't have the same taste though, what a shame...","¡Me encanta salir! No tenemos el mismo gusto, mal rollo que no tengamos el mismo gusto..",,
Text/16d/text,"Well, what kind of music do you play at your party?",¿Pues que tipo de musica juegas en tus fiestas?,,
Choice/16e/text,Something with rhythm,Musica con ritmo,,
Choice/16e/disabled_text,,,,
Text/16f/text,Something fun and with a good vibe but never loud enough that we can't sit and chat,Algo divertido con buena vibra pero nunca son suficiente volume que no nos podamos oir,,
Text/170/text,That sounds like a vibe but not like mine🫤🫤,Suena como una buena vibra pero no como la mia 🫤🫤,,
Text/171/text,It's too bad. You're not the one for me!🥀 Sea ya!,Lastima. ¡No eres para mi!🥀 ¡Nos Vemos!,,
Choice/172/text,Indie artists,Artistas Indie,,
Choice/172/disabled_text,,,,
Text/173/text,"I like niche music most people don't know, I don’t let others choose, honestly.","Me gusta musica no tan conocida, en verdad no dejo que otros elijan lo que juega",,
Text/174/text,"I love showing everyone good new music they've never heard of, nothing mainstream","Me encanta enseñarles musica que nunca an escuchado, nada de cultura dominante",,
Text/175/text,"That's interesting but if I can't put in a request, it doesn't sound like my space.","Suena interestante person si no puedo solicitar mi elección, no suena como mi tipo de lugar.",,
Text/176/text,You're not the one for me!🥀 Sea ya!,¡No eres para mi🥀🥀! ¡Nos vemos!,,
Choice/177/text,Soft Vibes,Suave,,
Choice/177/disabled_text,,,,
Text/178/text,"Soft music, I like relaxing vibes for my gatherings because then what everyone remembers is my stories!","¡La musica suave, me gusta que el espacio sea relajante porque luego lo que todos recuerda es mis estorias!",,
Text/179/text,I'm glad you've found your stage but I don't feel like watching a play at a party...🥱🥱,Estoy feliz que hayas encontrado tu escenario pero suena pesimo ver una obra de treato durante una fiesta...🥱🥱,,
Text/17a/text,You're not the one for me!🥀 Sea ya!,¡No eres para mi!🥀 ¡Nos vemos!,,
Choice/17b/text,Stay home,Quedar en casa,,
Choice/17b/disabled_text,,,,
Text/17c/text,"I like staying home and having fun indoors, I love a good board game!","Me gusta quedarme en la casa y tener diversion adentro, me encanta un buen juego de mesa!",,
Text/17d/text,Board games are not my style unfortunately..,Juegos de mesa desafortunadamente no son mi estilo..,,
Text/17e/text,Although I dominate at Fishopoly when I do play of course! 💪🥇,¡Pero claro que domino en Pezopolio! 💪🥇,,
Text/17f/text,What music do you listen to when at home?,¿Que tipo de musica escuchas en casa?,,
Choice/180/text,To sing to,Para cantar,,
Choice/180/disabled_text,,,,
Text/181/text,"I love loud music with a good beat, I adore singing to myself","Amo la musica fuerte con buen ritmo, adoro cantar me a mi misma",,
Text/182/text,"It's great that we have the same music taste, but everything else doesn't sit right with me...🤔",Es super que tengamos el mismo gusto de musica pero nada de lo demas se siente bien...🤔,,
Text/183/text,"You're not the one for me🥀, sea ya!","¡No eres para mi,🥀 nos vemos!",,
Choice/184/text,Lo-fi,Lo-fi,,
Choice/184/disabled_text,,,,
Text/185/text,Lo-fi music. I don't think music should be too loud...,Musica Lo-fi. Pienso que la musica no deberia ser muy alta...,,
Text/186/text,"We don't match at all, not even in what we listen to.","No tenemos nada en comun, ni gusto en musica.",,
Text/187/text,"I don’t think we could have fun together, why did you😕?","¿No creo que podriamos tener diversion juntas, por que pensaste tu que si😕?",,
Text/188/text,You’re not the one for me!🥀 Sea ya!,¡No eres para mi!🥀 ¡Nos vemos!,,
Choice/189/text,No vocals,Sin cantante,,
Choice/189/disabled_text,,,,
Text/18a/text,Classical only. I think every other kind of music is scary... Too many strangers singing,Solo musica clasica. Creo que cada otra de forma de musica da miedo ... Demaciados extraños cantando,,
Text/18b/text,"Scared of a singer? Timid as can be huh? I feel like if I got even a bit excited, I would definitely scare you off.. 🙊🙊","¿Le tienes miedo al cantante? ¿Eres lo mas asustadizo que se puede ser verdad? Siento que si me emocionara aun poquito, te espantara... 🙊🙊",,
Text/18c/text,Not sure why you thought we would match…,No se por que pensaste que hariamos buena pareja…,,
Text/18d/text,You're not the one for me!🥀 Sea ya!,¡No eres para mi!🥀🥀 ¡Nos vemos!,,
