key,en,es,fil,zh_CN
Text/292/text,"Indoors and away from the sun? Oh... I apologize, but I do not think we will have fun together. That sounds like the opposite of what I would enjoy. I will unmatch with you now.","¿Adentro y lejos del sol? Ah... Te pido disculpas, no creo que podriamos tener diversion juntas. Eso suena como lo contrario a lo que disfrutaria. Voy a quebrar la conexión ahora.",,
Choice/293/text,Focus activities,Actividades de enfoque,,
Choice/293/disabled_text,,,,
Text/294/text,"Well, I like calmer activities that require focus. Especially if they can be done in pairs... Any type of activity too. I have a few I enjoy already, like puzzles.","Bueno, yo prefiero actividades calmadas que requieren enfocarse. Especialmente si se pueden hacer en parejas... Cualquier tipo de actividad tambien. Tengo unas que ya disfruto, me gustan los rompecabesa.",,
Text/295/text,"I enjoy focus based activities too! I think if we hang out, we could learn to enjoy each other's current past times. We could start today even... Diner and a puzzle!","¡Yo tambien disrfruto las actividades que requieren concentracion tambien! Creo que si pasamos tiempo juntas, podriamos apredener a disfruta los pasatiempos de cada una. Incluso podriamos comenzar hoy... ¡Cena y un rompecabeza!",,
Choice/296/text,Not there...,Ahi no...,,
Choice/296/disabled_text,,,,
Text/297/text,"That sounds like it'd be nice, but not really a date location so maybe somewhere else.","Eso suena como que seria lindo, pero en verdad no es lugar para una cita, tal vez otro lugar.",,
Text/298/text,"Ah, right a date. I was hoping we could go slower... A haong out maybe?","Ah, verdad, una cita. Esperaba que prodiamos ir mas lento... ¿Una junta de amgas?",,
Choice/299/text,Typo!,¡Error de dedo!,,
Choice/299/disabled_text,,,,
Text/29a/text,LOL. 'haong'.,JAJAJA. 'amgas'.,,
Text/29b/text,...I do not think this will work out. I will unmatch with you now.,...No creo que esto funcionara. Voy a quebrar la conexión contigo ahora.,,
Choice/29c/text,What does that mean?,¿Es que significa?,,
Choice/29c/disabled_text,,,,
Text/29d/text,What is 'haong?' I don’t recognize that word lol.,Que significa ¿'amgas'? No reconosco esa palabra.,,
Text/29e/text,"I meant... hang... Sorry, I have to go. I will unmatch with you now.","Quize decir... amigas... Perdon, me tengo que ir. Voy a quebrar la conexión contigo ahora.",,
Choice/29f/text,Yes please,Si porfavor,,
Choice/29f/disabled_text,,,,
Text/2a0/text,"Slow? That sounds alright, perfect even... I would like to hang out!","¿Lento? Eso suena bien, perfecto aun... ¡Me gustaria juntarnos!",,
Text/2a1/text,"I am so glad we are on the same page, I was worried! Thank you for not pointing out my typo by the way... I was embarrassed so I appreciate it... How about we go to the Diner tonight?","¡Estoy tan feliz que estemos en la misma sintonia, estaba preocupada! Por cierto gracias por no señalar mi error de dedo... Me dio verguenza haci que te lo agradezco... ¿Que tal si vamos al diner esta noche?",,
Choice/2a2/text,I’d love that.,Me ecantaria eso,,
Choice/2a2/disabled_text,,,,
Text/2a3/text,I'd really enjoy that... you could tell me about your favorite things to grow and what products you really think are worth it... Anything else you like about gardening too if that’s okay...,Me encantaria eso... Me prodrias decir de tu cosas favoritas para crecer and que productos crees que enverdad valgan la pena... Cual quier otra cosa que te guste de la jardineria...,,
Text/2a4/text,"Yes! Of course, I'd really enjoy that. We should plan our hang out soon... Is it okay it is a hang out first?","¡Si! Claro que si, me gustaria eso mucho. Deberiamos planear nuestra primera junta de amigos... ¿Esta bien is es de amigos?",,
Choice/2a5/text,I can try,Puedo intentar,,
Choice/2a5/disabled_text,,,,
Text/2a6/text,"I am looking to date sooner than later but... With how cute you are... Well, as dating is our end goal then I can be patient.","Estoy buscando pareja pero... Con lo bonita que eres... Bueno, mientras hacernos pareja sea la meta, puedo ser paciente.",,
Text/2a7/text,"Ah, well, that is what I am looking for... Eventually... You might be moving a little fast for me, but let us meet and discuss tonight at the diner. On me, of course.","Ah, bueno, eso es lo que busco... Eventualmente... Al a mejor estas yendo un poco rapida para mi, pero podemos discutirlo esta noche sobre una cena. Claro, por mi cuenta.",,
Choice/2a8/text,Not what I had in mind,No es lo que tenia en mente,,
Choice/2a8/disabled_text,,,,
Text/2a9/text,"Slow is not exactly what I had in mind but as long as you’re comfortable, we can move at whatever pace feels natural.","Lento no es exactamente lo que tenia en mente pero mientra tu estes comoda, nos podemos avanzar al ritmo que se te sienta natural.",,
Text/2aa/text,I understand but I appreciate the patience. This sound good to me. Are you free tonight? We could have dinner together at the diner... On me.,Lo entiendo pero aprecio tu paciencia. Eso me suena bien. ¿Esta libre esta noche? Podriamos cenar esta noche en el diner... Por mi cuenta.,,
Choice/2ab/text,Sounds perfect,Suena perfecto,,
Choice/2ab/disabled_text,,,,
Text/2ac/text,That sounds perfect actually... I would love to be friends with you first. That kind of romance feels better. I would like to hang out with you soon if possible though!,De hecho eso suena perfecto... Me encantaria ser amigas contigo primero. Ese tipo de romanse se siente mejor. ¡Me gustaria juntarnos lo mas pronto posible!,,
Text/2ad/text,"Oh, great! Yes! Well, I am actually free tonight! I would love to keep chatting with you since we seem so alike. Let us go to the Diner tonight, it is my treat!","¡Ah, excelento! ¡Si! ¡Bueno, de hecho estoy libre esta noche! Me gustaria seguir hablando contigo ya parecemos tan parecidas. ¡Vamos al diner esta noche, por mi cuenta!",,
