key,en,es,fil,zh_CN
Text/b7/text,Got any fave tunes to dance to?,¿A que musica te gusta bailar?,,你有没有最喜欢拿来跳舞的歌？
Choice/b8/text,Anything!,¡A lo que sea!,Kahit ano,都可以！
Choice/b8/disabled_text,,,,
Text/b9/text,I love anything that makes me feel it in my bones.,¡Amo lo que me haga sentirlo en los huesos!,,只要是能让我从骨子里嗨起来的歌，我都喜欢。
Text/ba/text,I need to be able to dance to the beat!,¡Necisto poder bailar al ritmo!,,节奏一定要够好跳才行！
Text/bb/text,OMG!!💕💕,¡¡OMG!!💕💕,,天哪！💕💕
Text/bc/text,Me too!,¡Yo tambien!,,我也是！
Text/bd/text,We should dance together!💃💃💃,¡Deberiamos bailar juntos! ¡Esta noche💃💃💃,,我们应该一起跳舞！💃💃💃
Text/be/text,Let's decide on where to go! TONITE!,¡Vamos a decidir a donde ir! ESTA noche!🪩,,来决定今晚去哪儿吧！
Choice/bf/text,Nothing in particular,Nada en particular,Kung ano man,没什么特定偏好
Choice/bf/disabled_text,,,,
Text/c0/text,"I love what everyone else loves, I'm not particular about what I listen to...","Me gusta los que le gusta a los desmas, no soy particular en lo que escucho...",,流行什么我就听什么，没什么特别偏好的...
Text/c1/text,,,,
Text/c2/text,I think knowing what you like is soooo important!!!,¡¡¡Creo que saber lo que te gusta es muuuy importante!!!,,我觉得知道自己喜欢什么真的超级重要！！！
Text/c3/text,but 🤚🤚!!,¡¡Perooo 🤚🤚!!,,不过嘛 🤚🤚！！
Text/c4/text,You can always get a strong opinion as you explore,Siempre puedes formar opiniones fuertas con explorar,,多尝试一些，自然就会知道自己真正喜欢什么。
Text/c5/text,So let's explore 🗺🗺 tonite!,¡Entonces vamos a explorar 🗺🗺 esta noche!,,今晚一起探索吧 🗺🗺！
Choice/c6/text,Classical,Clásica,Klasikal,古典乐
Choice/c6/disabled_text,,,,
Text/c7/text,I love slow classical... Melodic soft music is the best...,Me gusta la clásica ... Creo que la musica melódica es la mejor…,,我喜欢节奏舒缓的古典乐...旋律柔和的音乐最好了...
Text/c8/text,Oh!,¡Ah!,,噢！
Text/c9/text,"Welll, I hope you're open to learning to 💕LOVE💕 something new!","¡Puees, espero que te sientas abierto para aprender como 💕AMAR💕 algo nuevo!",,那希望你愿意试着去💕爱上💕一些新事物！
Text/ca/text,Let's show you what you're missing tonite!🌟,"¡Vamos esta noche, para enseñar te de lo que te pierdes!🌟 ",,今晚就带你见识一下自己一直错过的乐趣！🌟
Choice/cb/text,Undecided,No puedo decidir,Di ko alam,还没想好
Choice/cb/disabled_text,,,,
Text/cc/text,"I haven't been able to decide which my selfies to put up but you're right, I should.","No he podido decidir cuales subir, pero tienes razón. Deberia.",,我一直拿不定主意该上传哪张自拍，不过你说得对，我确实该放一张。
Text/cd/text,I will do that soon,Lo hare pronto,,我之后会弄的。
Text/ce/text,Now is always better than soon or later!,¡Ahora es siempre mejor que despues!,,现在行动总比拖到以后强！
Text/cf/text,You should totally get to it! ⏰⏰⏰,¡Deberias hacerlo ahora! ⏰⏰⏰,,赶紧行动起来吧！⏰⏰⏰
Text/d0/text,"After that tell me, what do you do for fun?!","¡¿Despues de eso dime, que haces por diversión?!",,然后再说说，你平时都喜欢做些什么好玩的事？！
Text/d1/text,Fun is important to me so I must know❗❗,"La deversión es muy importante para mi, necesito saber❗❗",,开心玩乐对我来说超级重要，所以我一定得知道！❗❗
Choice/d2/text,Full Adventures,Aventuras enteras,,户外探险
Choice/d2/disabled_text,,,,
Text/d3/text,"I love going on adventures, I'm a thrill seeker, especially if I can do it in a group!","Me encanta ir de aventuras, soy un amante de la adrenalina, especialmente las de grupo!",,我很爱冒险，也喜欢追求刺激。如果能组团一起去，那就更棒了！
Text/d4/text,Wow!!,¡¡Wow!!,,哇哦！！
Text/d5/text,That's totes sooo cool 😎😎.,Que padre 😎😎.,,那也太酷！😎😎
Text/d6/text,How about one tonite?,¿Y vamos de aventura esta noche?,,今晚就来一场冒险怎么样？
Text/d7/text,Party time!🥂,¡Hora de bailar!🥂,,开趴时间到啦！🥂
Choice/d8/text,Go out Sometimes,A veces salgo,Lumabas paminsan-minsan,偶尔出去玩
Choice/d8/disabled_text,,,,
Text/d9/text,"I go out once in a while, usually wherever my friends decide",A veces cuando mis amigos quieren ir...,,我偶尔会出去玩，通常朋友去哪儿，我就跟着去哪儿。
Text/da/text,"I couldn't do it every day though, I don't have the energy...","No creo que lo podria hacer cada noche, no tengo la energia...",,不过我可没精力天天这样...
Text/db/text,Oh!,¡Ah!,,哦！
Text/dc/text,You might have missed it but I love going out every night!,¡Al a mejor se te paso pero you salgo cada noche!,,你可能没看出来，我可是每天晚上都要出门玩的人！
Text/dd/text,You’re not the one for me!🥀,¡No eres para mi!🥀,,看来我们并不合适！🥀
Text/de/text,Sea ya~!,¡Nos vemos~!,,拜拜了～！
Choice/df/text,Homebody,Me quedo en casa,Tagabahay,宅家派
Choice/df/disabled_text,,,,
Text/e0/text,"My social battery is kind of shit tbh, so I'm more of a homebody.","Tengo bateria social pesima, prefiero quedarme ne casa.",,坦白说，我很容易被社交耗光精力，因此比较宅。
Text/e1/text,"I prefer to do things that keep me inside, away from people... Maybe we could do that together?",¿Preferio hacer cosa que me mantienen adentro... Tal vez podriamos hacer las juntos?,,我喜欢窝在室内，远离人群...说不定我们可以一起做点什么？
Text/e2/text,Oh,Ah,,哦。
Text/e3/text,That sounds very... chill🧊.,Eso suena super... chill🧊.,,听起来很...悠闲🧊。
Text/e4/text,You might have missed it but I don't really do... that.,Quiza no viste pero yo no hago... eso.,,你可能没注意到，但我其实不怎么喜欢...宅在家里。
Text/e5/text,You’re not the one for me! 🥀🥀,¡No eres para mi! 🥀🥀,,看来我们并不合适！🥀🥀
Text/e6/text,Sea Ya!,¡Nos vemos!,,拜拜！
Choice/e7/text,I’m shy,Soy Timida,Mahiyain ako,我比较害羞
Choice/e7/disabled_text,,,,
Text/e8/text,I don't want strangers to look at me...,No quiero que me miren desconocidos...,,我不喜欢被陌生人注视...
Text/e9/text,I'm shy.,Soy timida.,,我这个人很容易害羞。
Text/ea/text,What if they think I'm ugly...?,¿Que si piensan que soy fea...?,,万一他们觉得我丑怎么办...？
Text/eb/text,Confidence is key!! 💪,¡¡Confiansa!! 💪🩷,,自信才是关键！！💪
Text/ec/text,No one can decide you're ugly except you!,¡Nadien puede decidir que eres fea excepto tu!,,别让别人来定义你的外貌！
Text/ed/text,How often do you go out? With you being shy...,¿Que tanto sales? Como eres timida...,,既然你比较害羞，那你平时多久会出去玩一次？
Choice/ee/text,Skiing,Esquiar,Mag ski,滑雪
Choice/ee/disabled_text,,,,
Text/ef/text,I actually like skiing!,¡Me gusta esquiar actualmente!,,其实我蛮喜欢滑雪的！
Text/f0/text,It can get intense but being out in the snow is so fun even when it gets risky.,Se puede poner intenso pero la nieve es divertido aunque haiga riesgo.,,有时候确实会滑得很刺激，甚至有点危险，可是在雪地里玩真的很有趣。
Text/f1/text,Woah!!,¡¡Ay!!,,哇哦！！
Text/f2/text,Maybe you are shy but you sound so so cool!,¡Al a mejor eres timido pero eres lo maximo!,,没想到害羞的你居然这么酷！
Text/f3/text,You should tell me more about it!,¡Me deberias contar mas!,,你一定要多跟我讲讲！
Text/f4/text,Tonite!!,¡¡Esta noche!!,,就今晚！
Choice/f5/text,Here and there,De vez en cuando,Kapag may okasyon lang,偶尔
Choice/f5/disabled_text,,,,
Text/f6/text,I go out here and there,Salgo de vez en cuando,,我偶尔会出去玩。
Text/f7/text,To house parties or small gatherings,A fiestas de casa o juntas chicas,,比如去朋友家里的派对，或者参加小型聚会。
Text/f8/text,Definitely nothing more intense than that,Definitivamente nada mas intenso que eso,,除此之外，更刺激的活动我肯定不会去。
Text/f9/text,That's kinda cool...,Eso es cool...,,听起来还挺不错的...
Text/fa/text,Not really my style tho,Pero de verdad no es mi estilo...,,可惜不怎么对我的胃口。
Text/fb/text,kinda like you!,¡Igual que tu!,,就和你一样！
Text/fc/text,You’re not the one for me.🥀,No eres para mi.🥀,,看来我们并不合适！🥀🥀
Text/fd/text,Sea ya!,¡Nos vemos!,,拜拜！
Choice/fe/text,Not much...,Nada de verdad...,Hindi madalas...,很少...
Choice/fe/disabled_text,,,,
Text/ff/text,"Not much, I prefer to do as little as possible to not get my heart stressing...","Nada de verdad, prefiero no estresar mi corazon por eso ago lo minimo posible…",,我很少出门，也尽量避免太激烈的活动，怕心脏承受不住...
Text/100/text,A chef that can't handle the heat🔥 of the kitchen?,¿Un chef que no puede aguantar el calor🔥 ?,,一个连这点火候🔥都扛不住的厨师？
Text/101/text,That's so disappointing😒👎,Que naco😒👎,,太让人失望了😒👎
Text/102/text,You’re not the one for me.🥀,No eres para mi🥀,,看来我们并不合适！🥀🥀
Text/103/text,Sea ya!,¡Nos vemos!,,拜拜！
Choice/104/text,Grocery store,En una tiendia...,Sa pamilihin,杂货店
Choice/104/disabled_text,,,,
Text/105/text,"I work at a grocery store, it's just to carry me until I can start my forever career soon.","Trabajo en una tienda, nadamas es mientras empiezo mi carrera.",,我目前在杂货店工作，先靠这份工作维持生活，等时机成熟再投身真正想做的事业。
Text/106/text,I've been there!🤝,¡He estado ahi!🤝,,我也有过这种阶段！🤝
Text/107/text,"It can totally feel hard to start but once you do, you better grind","Se puede sentir dificil de empezar pero cuando lo hagas, mas vale que te es fuerzes",,刚起步确实会很难，但一旦开始了，就得拼命往前冲。
Text/108/text,Until you're at the top!,hasta que estes en la cima,,直到登上顶峰！
Text/109/text,Hopefully you start soon...,Ojala empiezes pronto…,,希望你能尽早迈出第一步...
Text/10a/text,What's your dream career?,¿A que carrera estas tratando de entrar?,,你的理想职业是什么？
Choice/10b/text,Business owner,Ser dueño...,May-ari ng negosyo,自己创业
Choice/10b/disabled_text,,,,
Text/10c/text,"I love working, I would like something that challenges me daily so that I feel like I always have something to overcome!","¡Me encanta trabajar, me gustaria hacer algo que me desafie todo los dias para sentir como que sali victoriosa!",,我喜欢工作，也想找一份每天都充满挑战的职业，这样我就总有新的难关可以攻克！
Text/10d/text,I'd love to start my own business,Me gustaria empezar mi propia compañia,,我很想自己创业。
Text/10e/text,Wow!,¡Ay!,,哇！
Text/10f/text,Respect that 💯%,Respecto eso 💯%,,Respect！我百分百认可！💯
Text/110/text,"You will totally get there, trust!","¡Lo vas a lograr, cree me!",,你绝对做得到，相信我！
Text/111/text,What do you do for fun when you're not preparing to be a big shot? 😎,¿Que haces cuando no trabajas para ser un Pez gordo? 😎,,那你不为自己的宏图大业奋斗时，都做些什么好玩的事？😎
Choice/112/text,Social events,Eventos sociales,,社交活动
Choice/112/disabled_text,,,,
Text/113/text,"I like to go to social events, both for people looking to make connections and ones for fun!","Me gusta ir a eventos sociales, para hacer conectiones y para tener diversión",,我喜欢参加各种社交活动，不论是为了拓展人脉，还是单纯去玩，我都喜欢！
Text/114/text,"Hey hey, you're totally like me! Once you're a boss, you're going far!","¡Oye, oye, oye, eres igualito a mi! Cuando ya seas un patron vas a llegar muy lejos",,嘿嘿，你和我完全是一路人！等你当上老板，肯定前途无量！
Text/115/text,Let's meet up!,¡Vamos a juntar nos!,,我们见一面吧！
Text/116/text,Tonite!!!,¡Hoy en la noche!!!,,就今晚！！！
Choice/117/text,Walks around town,Pasiar por la cuidad,Paglalakad,在镇上散步
Choice/117/disabled_text,,,,
Text/118/text,I enjoy walking the town,Me gusta ir a caminar por la cuidad,,我喜欢在镇上散步。
Text/119/text,Spending time just taking things in and decompressing,Relajando me mientras admiro todo,,边走边看看周围的风景，好好放空自己。
Text/11a/text,It is my favorite past time for sure,Es mi pasa tiempo favorito,,这是我最喜欢的消遣方式。
Text/11b/text,We seem to have a similar drive but don't click anywhere else😩😭,Tenemos la misma manera de pensar del trabajo pero no para todo lo demas😩😭,,我们似乎一样有上进心，但除此之外完全不来电。😩😭
Text/11c/text,You’re not the one for me! Sea ya!,¡No eres para mi! ¡Nos vemos!,,看来我们并不合适！拜拜！
Choice/11d/text,Relax at home,Relajar me en casa,Magpahinga sa bahay,在家放松
Choice/11d/disabled_text,,,,
Text/11e/text,I stay home and relax,Me gusta pasar la en mi casa relajando me,,我通常会在家好好休息。
Text/11f/text,"I think any time I'm not working, I take the opportunity to rest...","Creo que si no estoy trabajando, estoy tomando el tiempo para descansar...",,我觉得只要不在工作，就应该抓住机会休息...
Text/120/text,You'll make a good business owner but I need someone who is also the life of the party!🎉,¡Seras un buen dueño pero necesito alguien que tambien es la vida de la fiesta !🎉,,你会成为一个不错的老板，但我需要的另一半也得是派对的灵魂人物！🎉
Text/121/text,You aren't the one for me! 🥀🥀,¡No eres para mi! 🥀🥀,,看来我们并不合适！🥀🥀
Text/122/text,Sea ya!,¡Nos vemos!,,拜拜！
Choice/123/text,Anything,Anything,Kahit ano,做什么都行
Choice/123/disabled_text,,,,
Text/124/text,"Work is work, doesn't really matter if I'm the boss or the employee as long as I get paid","Trabajo es trabajo... No importa si soy patron o empleado, mientras me paguen",,工作就是工作，不管我是老板还是员工，只要能拿到钱就行。
Text/125/text,"I guess,,,","Supongo,,,",,好吧...
Text/126/text,Being so apathetic to your role doesn't seem like a career oriented move...🫤❓,Siendo tan apatetico de tu posicion no parece buena idea para tu carrera...🫤❓,,对自己做什么都这么无所谓，感觉不太像是有事业心的人会说的话呢...🫤❓
Text/127/text,"Well, what you do for fun?","¿Pues, que haces para divertir te?",,那你平时喜欢做什么好玩的事？
Text/128/text,Maybe your energy is directed elsewhere!,¡Al a mejor tu energia esta directada a otra parte!,,也许你的活力都用在别的地方了！
Choice/129/text,Sports,Deportes,Sports,运动
Choice/129/disabled_text,,,,
Text/12a/text,"I love intense sports, things outside work must be wild and get my blood running!","¡Amo los deportes extremos, afuera del trabajo necessito que las cosas sean intensas y hagan que mi sangre corra!",,我喜欢高强度运动，工作之外的事情一定要够野，能让我热血沸腾才行！
Text/12b/text,"You seem fun outside of work, but I'd like someone that can totally ♊match♊ me in all aspects",Pareces divertido fura del trabajo pero me gustaria conocer alguien quien que pueda ♊igualar♊ en todos los belleza,,工作之外的你似乎很有趣，但我想找的是一个各方面都能和我完全♊合拍♊的人。
Text/12c/text,This isn't going to work! You’re not the one for me!🥀,¡Esto no va a trabajar! No eres para mi!🥀,,这样不行！看来我们并不合适！🥀
Text/12d/text,Sea ya!,¡Nos vemos!,,拜拜！
Choice/12e/text,Little of everything,Un poco de todo,Kaunti ng lahat,什么都会尝试一点
Choice/12e/disabled_text,,,,
Text/12f/text,A little big of everything I suppose... running... swimming,¿Un poco de to supongo? Como correr... o nadar...,,各种活动多少都会做一点吧...像跑步、游泳什么的...
Text/130/text,You don't know yourself and I want someone like that to get to know me??,¿No te conoses a ti mismo? Y no creo que quiera que halgien asi me conosca,,你都不了解自己，却想让别人花时间认识你？？
Text/131/text,I don’t even think you can.,Ni creo que puedas.,,我甚至不觉得你有这个能力。
Text/132/text,You are not the one for me!🥀,¡No eres para mi!🥀,,看来我们并不合适！🥀
Text/133/text,Sea ya!,¡Nos vemos!,,拜拜！
Choice/134/text,Reading,Leer,Pagbabasa,阅读
Choice/134/disabled_text,,,,
Text/135/text,"I mostly read and stay home, I prefer quiet spaces",Casi siempre leer y quedar me en casa. Prefiero lugares callados.,,我大部分时间都待在家里读书，更喜欢安静的环境。
Text/136/text,LOVE someone with knowledge🤓!!!,¡¡¡Me ENCANTA alguien much conocimiento🤓!!!,,我非常欣赏知识渊博的人🤓！！！
Text/137/text,But we don't seem to match anywhere🙁🙁 !,¡Pero no somos iguales en niguna otra parte🙁🙁!,,不过我们好像完全合不来。🙁🙁
Text/138/text,"You are not the one for me🥀, sea ya!","¡No eres para mi🥀, nos vemos!",,看来我们并不合适🥀，拜拜！
Choice/139/text,Not sure...,No estoy segura...,Di ako sigurado...,不太确定...
Choice/139/disabled_text,,,,
Text/13a/text,"I don't know, hopefully something where I don't have to speak to people often...","No se, ojala en algo donde no tengo que hablar con las personas mucho...",,我不知道，希望是那种不用经常和人说话的工作吧...
Text/13b/text,I would rather get to hide in the back and not be there for long,Preferio esconderme atras y no estar ahi por mucho tiempo,,我宁愿待在不引人注意的后方，也不想长时间留在那里。
Text/13c/text,You seem to not have a lot of confidence...,¡No parase que tengas mucha confiansa...,,你看起来不太有自信...
Text/13d/text,What are your hobbies?,¿Que son tus pasa tiempos?,,那你的爱好是什么？
Text/13e/text,You must do something for fun!,Tienes que hacer algo para divertirte!,,你总该有点喜欢做的事吧！
Choice/13f/text,Thrill seeking,Busco adrenalina,,追求刺激
Choice/13f/disabled_text,,,,
Text/140/text,"I enjoy amusement parks, I specifically travel to places with wild coasters!","¡Me gustan los parques de diversion, especificamente visito lugares con montañas rusas salvajes!",,我很喜欢游乐园，甚至会专门去那些有疯狂过山车的地方！
Text/141/text,That sounds so fun!,¡Eso suen divertido!,,听起来好好玩！
Text/142/text,"Not exactly my idea of a good time however, soz!","¡Pero no exactamente mi idea de diversion, perdon!",,不过我心目中的“好玩”可不是这样，抱歉啦！
Text/143/text,You're not the one for me.🥀 Sea Ya!,¡¡No eres para mi!🥀 Nos vemos!!,,看来我们并不合适🥀，拜拜！
Choice/144/text,Running,Correr,Pagtatakbo,跑步
Choice/144/disabled_text,,,,
Text/145/text,"I like going on runs, it gets the blood running without too much other types of intensity","Me gusta ir a correr, hace que la sangre corra sin otros tipos de molestia",,我喜欢跑步，既能活动筋骨，也不会刺激过头。
Text/146/text,We both love to feel our blood pumping but not even in the same way.,A los dos nos gusta hacer que nuestra sangre corra pero ni de la misma manera.,,我们都喜欢心跳加速的感觉，但方式完全不一样。
Text/147/text,We don't match at all. 🥀🥀,No somos iguales en nada. 🥀🥀,,我们一点都不合适。🥀🥀
Text/148/text,You're not the one for me! Sea Ya!,¡No eres para mi! ¡Nos vemos!,,看来我们并不合适🥀，拜拜！
Choice/149/text,I do but...,Si tengo pero...,"Meron nga, pero...",有是有，但...
Choice/149/disabled_text,,,,
Text/14a/text,I don't like going out...,No me gusta salir...,,我不喜欢出门...
Text/14b/text,My hobbies have big communities online and I'm still too scared to participate  in that honestly,Mis pasatiempos tienen comunidades en linea grandes pero en hasta eso me da miedo participar,,我的那些爱好在网上都有很大的社群，但说实话，我连加入互动都还会害怕。
Text/14c/text,You clearly need a confidence boost...,Claramente necesitas un aumento de confiansa...,,你显然需要多一点自信...
Text/14d/text,"However, I'd prefer someone already stable.",Pero you prefiero alguen que ya este estable.,,但我更喜欢那种已经找准自己状态的人。
Text/14e/text,You are not the one for me!🥀 Sea Ya!,¡No eres para mi🥀! ¡Nos vemos!,,看来我们并不合适🥀，拜拜！
Choice/14f/text,Unemployed,Sin empleo,Walang trabaho,失业
Choice/14f/disabled_text,,,,
Text/150/text,I'm unemployed...,Estoy desempleado...,,我现在没工作...
Text/151/text,Not really looking for a job at the moment... It'll come when it comes.,No estoy buscando trabajo al momento... Llega cuando llega,,暂时也不太想找...时机到了，自然就会有的。
Text/152/text,Yikes! 😬,¡Hijole! 😬,,噫！😬
Text/153/text,That's not great mentality!,¡Esa no es buena mentalidad!,,这可不是什么好心态！
Text/154/text,What do you do in your free time? 🤔,¿Que haces en tu timepo libre? 🤔,,那你空闲时间都做什么？🤔
Text/155/text,I'm sure you have a lot of it!,¡Deseguro tienes muchismo!,,我猜你空闲时间一定很多！
Choice/156/text,Party,Ir de fiesta,Salu-salo,派对
Choice/156/disabled_text,,,,
Text/157/text,I love to party!,¡Amo ir de fiesta!,,我喜欢参加派对！
Text/158/text,I love being the center of attention and the life of the room,Me encanta ser el centro de atencion y la vida del cuarto,,我喜欢成为全场焦点，负责带动所有人的气氛。
Text/159/text,"Well, we have that in common!","¡Pues, tenemos eso en comun!",,嗯，这点我们倒是一样！
Text/15a/text,I love a good party! What's your favorite kind of party scene?,¡Me encanta las fiestas! ¿Que energia para la fiesta es tu favorita?,,我也喜欢好玩的派对！你喜欢哪种类型？
Choice/15b/text,Loud Party,Fiesta Ruidosa,Maingay,热闹的派对
Choice/15b/disabled_text,,,,
Text/15c/text,A loud party! Either music or chatting.,¡Una fiesta ruidosa! ¡No importa si es musica or platica.,,当然是热闹的派对！不管是音乐震天，还是人声鼎沸都行。
Text/15d/text,I enjoy when everyone can sing to the music and dance together!,Me gusta cuando todos pueden cantar con la musica y bailar juntos!,,我喜欢大家能一起跟着音乐唱、一起跳舞的感觉！
Text/15e/text,"Well, you need to get your motivation to thrive in the work place, but at least we could have a blast together!","¡Bueno, necesitas motivación para el trabajo pero al menos podemos pasar la super!",,你得先找回在职场上拼搏的动力，不过至少我们肯定能一起玩个痛快！
Text/15f/text,Let's meet tonite!,¡Vamos a hacer eso esta noche!,,今晚见吧！
Choice/160/text,Chatty Party,Fiesta para platica,Chismisan,聊天的派对
Choice/160/disabled_text,,,,
Text/161/text,"Something for chatting, like a dinner party where everyone can listen to me speak.","Algo para platicar, donde todos me pueden escuchar hablar.",,适合聊天的那种，比如晚餐派对，大家都能听我说话。
Text/162/text,Preferably it ends early too.,De preferencia termina tremprano tambien.,,最好还能早点结束。
Text/163/text,We both enjoy to socialize our vibes are too different.,"¡A los dos nos gusta socializar, pero nuestra energy es demaciado diferente!",,我们都爱社交，可风格实在差得太远。
Text/164/text,You're not the one for me!🥀,¡No eres para mi!🥀🥀,,看来我们并不合适🥀！
Text/165/text,Sea ya!,¡Nos vemos!,,拜拜！
Choice/166/text,Dj Booth,Prefiero ser DJ,,DJ台
Choice/166/disabled_text,,,,
Text/167/text,I enjoy the party from the DJ booth so I don't have to dance! Everyone can listen to my tunes instead,¡Disfruto la fiesta de la plataforma de la DJ para no tener que bailar! Todos pueden escuchar mi musica en vez,,我会待在DJ台后面享受派对。这样既不用跳舞，又能让所有人听我的歌。
Text/168/text,The 🎧DJ🎶 carries the party but I need someone who can take me to the dance floor! What’s a party without some?!,¡El 🎧DJ🎶 es el centro de la fiesta pero necesito alguin que me pueda llevar a bailar! ¡¿Que es una fiesta sin eso?!,,🎧DJ🎶确实能撑起整个派对，但我想要的是能陪我下场跳舞的人！不跳舞还叫什么派对！
Text/169/text,"You're not the one for me🥀, sea ya!","¡No eres para mi🥀🥀, no vemos!",,看来我们并不合适🥀，拜拜！
Choice/16a/text,Relaxing vibes,Energia relajante,,休闲聚会
Choice/16a/disabled_text,,,,
Text/16b/text,"I like going out once in a while, no parties or crowded spaces regularly thoug","Me gusta salir de vez en cuando, no fiestas o lugares llenos regularmente",,我偶尔会出去玩，但不会经常去派对或者人很多的地方。
Text/16c/text,"I love going out! We don't have the same taste though, what a shame...","¡Me encanta salir! No tenemos el mismo gusto, mal rollo que no tengamos el mismo gusto..",,我很喜欢出去玩！但我们喜欢的场合不太一样，真可惜...
Text/16d/text,"Well, what kind of music do you play at your party?",¿Pues que tipo de musica juegas en tus fiestas?,,那你开派对的时候会放什么音乐？
Choice/16e/text,Something with rhythm,Musica con ritmo,Basta may ritmo,有节奏感的
Choice/16e/disabled_text,,,,
Text/16f/text,Something fun and with a good vibe but never loud enough that we can't sit and chat,Algo divertido con buena vibra pero nunca son suficiente volume que no nos podamos oir,,放些节奏好、气氛轻松的音乐，但音量不会大到妨碍聊天。
Text/170/text,That sounds like a vibe but not like mine🫤🫤,Suena como una buena vibra pero no como la mia 🫤🫤,,确实很有氛围，只可惜不是我喜欢的那种。🫤🫤
Text/171/text,It's too bad. You're not the one for me!🥀 Sea ya!,Lastima. ¡No eres para mi!🥀 ¡Nos Vemos!,,真可惜。看来我们并不合适！🥀拜拜！
Choice/172/text,Indie artists,Artistas Indie,Indie na artista,独立歌手
Choice/172/disabled_text,,,,
