key,en,es,fil,zh_CN
Text/47/text,[lspeed = 0.05]Two cosmos please!,[lspeed = 0.05]Dos Cosmo por favor!,,[lspeed = 0.05]两杯大都会鸡尾酒，谢谢！
Text/48/text,"[lspeed = 0.05]You’ll looove the Cosmos here, they’re so good!","[lspeed = 0.05]Te encantaran los Cosmos aqui, son tan ricos!",,[lspeed = 0.05]你绝对会爱上这里的大都会，真的特别好喝！
Text/49/text,"[lspeed = 0.05]They handed you the drink once they arrived, clinking their glass against yours.","[lspeed = 0.05]Ada te pasa tu bebida cuando llega, chocando sus copas juntas.",,[lspeed = 0.05]酒送来后，ta递给你一杯，随后与你轻轻碰杯。
Text/4a/text,"[lspeed = 0.05]You pretend to drink as much as they do, watching them down pretty sunset colored drinks all night, waiting patiently until they reach their limit.","[lspeed = 0.05]Finges beber tanto como elles, observandoles trasegar bebidas de colores bonitos de atardecer durante toda la noche. Mientra esperas pacientemente a que pasen sus limites.                                                                ",,[lspeed = 0.05]你假装和ta喝得一样多，实际上却只是看着ta整晚一杯接一杯地灌下那些晚霞般绚丽的酒，耐心等待ta终于喝不动的那一刻。
Text/4b/text,"[lspeed = 0.05]Once they’re ready to go home, probably a little more drunk than they usually let themselves get, you are quick to offer a ride. They giggle roughly.","[lspeed = 0.05]Una vez que este liste para irse a la casa, probablemente un poco mas ebrie de que normalmente se permite estar, te apresuras a ofrecer llevarle a casa. Elle rie y dice algo como,",,[lspeed = 0.05]等ta终于打算回家时，酒意显然已经超过了平日的分寸。你赶紧提出送ta一程，ta醉醺醺地笑出了声。
Text/4c/text,[lspeed = 0.05]You are sooo sweet…,[lspeed = 0.05]Eres un encanto…,,[lspeed = 0.05]你也太贴心了吧...
Text/4d/text,[lspeed = 0.05]And you simply reply that you were more than happy to take care of them.,[lspeed = 0.05]Tu simplemente respondes que estas mas de feliz de ocuparte de elle.,,[lspeed = 0.05]你只是告诉ta，能照顾ta是你的荣幸。
Text/4e/text,"[lspeed = 0.05]They accept and you get them to your car with ease… The ride back is quiet, with Ada falling asleep in your seat.","[lspeed = 0.05]Ada acepta y tu le lleves a tu coche con facilidad… El viaje a casa es callado, con Ada quedandose dormide en tu asiento.",,[lspeed = 0.05]ta答应了。你不费吹灰之力便将ta带上车...返程途中一片安静，Ada在座位上沉沉睡去。
Text/4f/text,"[lspeed = 0.05]You carry them inside, under the cover of darkness.","[lspeed = 0.05]Le carges adentro, bajo el manto de la oscuridad.",,[lspeed = 0.05]趁着夜色无人察觉，你将ta抱进了屋。
Text/50/text,[lspeed = 0.05]You were hungry.,[lspeed = 0.05]Tenias hambre.,,[lspeed = 0.05]你饿了。
Text/51/text,"[lspeed = 0.05]You pull out soy sauce, vinegar, onion, garlic, ginger, oyster sauce, bay leaves and various seasonings. Everything you needed except the main ingredient…","[lspeed = 0.05]Sacas salsa de soja, vinagre, ajo, jengibre, salsa de ostra, hojas de laurel y una variedad de sazones. Todo lo que necesitas excepto el ingrediente principal…",,[lspeed = 0.05]你拿出酱油、醋、洋葱、大蒜、生姜、蚝油、月桂叶和其他调料。万事俱备，只差主料...
Text/52/text,[lspeed = 0.05]You glance over at the octopus then at the clock. The marinade for this dish took a while so you should do it now.,[lspeed = 0.05]Volteas a mirar al pulpo y luego al reloj. La marinada para este platillo lleva tiempo so lo deberias hacer ahora.,,[lspeed = 0.05]你看看那只章鱼，又看看时间。要让食材充分入味，需要腌制不少时间，现在必须开始了。
Text/53/text,"[lspeed = 0.05]Your knife cuts into flesh with no struggle, thanks to the alcohol.","[lspeed = 0.05]Tu cuchillo corta la piel sin resitencia, gracias al alcohol.",,[lspeed = 0.05]多亏了酒精，你的刀刃切入皮肉时，没有遭到丝毫反抗。
Text/54/text,"[lspeed = 0.05]You let the meat sit while you get everything else ready so the flavor really soaks into the flesh. You moved around the kitchen, chopping, washing rice.","[lspeed = 0.05]Dejas que la carne descanse adentro mientras tu preparas lo demas para que absorba el sabor.e mueves por la cocina, cortando, lavando arroz. ",,[lspeed = 0.05]肉被留在一旁腌着，你则在厨房里来回穿梭，切配食材，淘洗大米。
Text/55/text,"[lspeed = 0.05]When it was time, you threw your prepared ingredients into a frying pan, waiting for the aromatics to start filling the kitchen.","[lspeed = 0.05]Cuando llego la hora, metes todo tus ingredientes preparados al sarten, esperando a que sus aromas empiezen a llenar la cosina.",,[lspeed = 0.05]时候到了，你将准备好的食材倒入平底锅，静候辛香的气息渐渐弥漫整个厨房。
Text/56/text,"[lspeed = 0.05]You add the octopus ink, letting it simmer and blanching the octopus so you could add it once the sauce was reduced. Perfect.","[lspeed = 0.05]Agregas el tinte de pulpo, dejan que cocine en fuego bajo y escaldas al pulpo para poder agregarlo cuando la salsa se redusca a la perfeccion.",,[lspeed = 0.05]你往锅中加入章鱼墨，用小火慢慢熬煮；同时将章鱼焯水，待酱汁收浓后再把它下入锅中。完美。
Text/57/text,"[lspeed = 0.05]Poor Ada, bright and soft Ada.","[lspeed = 0.05]Pobre Ada, brillante y suave Ada.",,[lspeed = 0.05]可怜的Ada，明媚又温柔的Ada。
Text/58/text,"[lspeed = 0.05]The Octopus Aquakin who shone like a bright flame, smothered too soon… But at least you got a delicious dinner out of them, right?","[lspeed = 0.05]El Pulpo Aquakin que era brillante como una flama, asfixiade demaciado pronto… Pero al menos tuviste una cena deliciosa gracias a eso, ¿verdad?",,[lspeed = 0.05]这位曾如炽亮火焰般闪耀的章鱼水族裔，就这样过早地熄灭了...不过至少，你把ta做成了一顿美味的晚餐，不是吗？
