key,en,es,fil,zh_CN
Text/8d/text,"[lspeed = 0.05] It was clear you couldn’t get home alone, and Socorro, not willing to let her new friend struggle, offered to drive your car.","[lspeed = 0.05]Estaba claro que no podrias llegar a casa sola, y Socorro, no queriendo que su nueva amiga batallara, ofrecio manejar tu coche.",,[lspeed = 0.05] 你显然不可能独自回去了。Socorro不忍心丢下刚认识的朋友不管，主动提出开车送你回家。
Text/8e/text,[lspeed = 0.05] The ride was a lot of her checking on you and saying that she’d replace the flowers you fell on.,[lspeed = 0.05]El viaje a casa esta lleno de ella checando si estabas bien y diciendo te que remplazaria las flore que te caiste sobre.,,[lspeed = 0.05] 回去的路上，她不停询问你的状况，还说会再送你一束花，替换掉被你压坏的那束。
Text/8f/text,[lspeed = 0.05] When you reached the cabin she asked if she could carry you in and you agreed.,[lspeed = 0.05]Cuando llegan a tu cabina te pregunta si te puede carga adentro y tu le dices que si.,,[lspeed = 0.05] 抵达木屋后，她问是否可以把你抱进去。你同意了。
Text/90/text,"[lspeed = 0.05] She takes you through your front door and sets you on the couch, going through your freezer for ice after excusing herself.","[lspeed = 0.05]Ella te mete por tu puerta de enfrente y te sienta en tu sillon, abriendo tu refrigerador y buscan hielo despues de pedir permiso.",,[lspeed = 0.05] 她抱你进屋，把你放在沙发上，征得你的允许后便去冷冻室找冰块给你冰敷。
Text/91/text,[lspeed = 0.05] It was late and she didn’t seem to be planning to leave.,[lspeed = 0.05]Era tarde y no parecia que planiaba irse.,,[lspeed = 0.05] 夜色已深，而她看起来并没有离开的打算。
Text/92/text,"[lspeed = 0.05] That presumption was proven correct when she told you that she didn’t feel comfortable leaving you like this, at least for tonight.","[lspeed = 0.05]Esa presunción resultó ser correcta cuando ella te dijo que no se sentía cómoda dejándote así, al menos por esta noche.",,[lspeed = 0.05] 她果然没有离开的意思。她说，至少今晚，她不放心让受伤的你独自留在这里。
Text/93/text,"[lspeed = 0.05] Apologetically, she asked if you’d be alright with her staying.","[lspeed = 0.05]Con disculpas, ella preguntó si te parecería bien que se quedara.",,[lspeed = 0.05] 她有些不好意思地问，你介不介意她今晚留下来。
Text/94/text,"[lspeed = 0.05] Of course, that would be so helpful, how could you say no? Thankfully you had a spare bedroom.","[lspeed = 0.05]Claro, eso seria tanta ayudo, como podrias decir que no? Por suerte tenian un cuarto adicional.",,[lspeed = 0.05] 你当然欣然同意。有她留下来照顾你，你又怎么会拒绝呢？好在你还有一间客房。
Text/95/text,"[lspeed = 0.05] It was a little awkward of course, having to move silently in your own home once she was asleep.","[lspeed = 0.05]Fue un poco raro claro, tener que no hacer ruido en tu propia casa despues de que se quedo dormida.",,[lspeed = 0.05] 唯一有些麻烦的是，等她睡着以后，你连在自己家中行动都得轻手轻脚。
Text/96/text,[lspeed = 0.05] The recipe you planned took a lot of preparation and ingredients.,[lspeed = 0.05]La receta que planiaste toma mucha preparacion y ingredientes.,,[lspeed = 0.05] 你计划做的那道菜需要不少食材，准备起来也颇费工夫。
Text/97/text,"[lspeed = 0.05] Since it called for beans and a salsa, you had done that in advance. All you needed now was to cook and shred the shark.","[lspeed = 0.05]Como llamava por frijoles y una salsa, lo habias hecho en avanse. Todo lo que tenias que hacer ahora era cocinar y desebrar el tiburon.",,[lspeed = 0.05] 菜里需要用到豆子和莎莎酱，而你已经提前把它们准备好了。现在只差把鲨鱼煮熟，再撕成丝。
Text/98/text,"[lspeed = 0.05] You open the door that you were keeping the shark in, making sure it was ready.","[lspeed = 0.05]Abriste la puera que tenia el cazon atras, asegurando que estaba lista.",,[lspeed = 0.05] 你打开关着那条鲨鱼的房门，确认她已经睡熟。
Text/99/text,[lspeed = 0.05] Soft snoring came from the room.,[lspeed = 0.05]Ronquidos suaves salieron del cuarto.,,[lspeed = 0.05] 屋内传来轻微的鼾声。
Text/9a/text,"[lspeed = 0.05] Your knife sliced in and you mourned that the clean up would have you replacing furniture, it would be worth it however.","[lspeed = 0.05]Tu chuchillo entra a la piel y lamentaste que limpiar requeririra que remplazaras la cama, sin embargo, valia la pena.",,[lspeed = 0.05] 刀锋没入血肉。你惋惜地想到，清理完这里，大概连家具都得换掉。不过，这顿饭值得如此大费周章。
Text/9b/text,"[lspeed = 0.05] Once it was ready, you placed the fish, onion, garlic, epazote, and salt into a pan with water before covering it with a lid.","[lspeed = 0.05]Cuando estaba listo, pusiste el pescado, cebolla, ajo, epazote y sal en un sarten con agua antes de cubrir con una tapa.",,[lspeed = 0.05] 处理妥当后，你将鱼肉、洋葱、大蒜、墨西哥土荆芥和盐放入锅中，加水后盖上锅盖。
Text/9c/text,"[lspeed = 0.05] After it was ready and shredded, all it took was a few more steps before you could stack tortillas and fillings, dousing them with a generous amount of salsa.","[lspeed = 0.05]Una vez que eso estuviera listo y deshebrado, todo lo que segia era uno cuantos pasos mas antes de que pudieras apilar tortillas y rellenos, cubriendo con una generosa cantidad del salsa.",,[lspeed = 0.05] 煮熟并撕好鱼肉后，剩下的工序并不复杂：依次铺上玉米饼和馅料，再淋上满满的莎莎酱。
Text/9d/text,"[lspeed = 0.05] Poor Socorro, innocent and helpful Socorro. Her first relationship ending in her death?","[lspeed = 0.05]Pobre Socorro, dulce y inocente Socorro… Su primera relation terminando en muerte?",,[lspeed = 0.05] 可怜的Socorro。天真又乐于助人的Socorro。人生中的第一段恋情，竟然就这样以死亡告终？
Text/9e/text,"[lspeed = 0.05] Talk about bad luck, but at least you got a delicious meal out of her, right?","[lspeed = 0.05]Que mala suerte, pero al menos tuviste una cena deliciosa gracias a eso, verdad?",,[lspeed = 0.05] 真是不幸啊。不过至少她让你吃到了一顿美餐，不是吗？
