key,en,es,fil,zh_CN
Text/6c/text,"[lspeed = 0.05] He complimented your cabin, seemingly undisturbed by the lack of decoration other than wall to wall aquariums.","[lspeed = 0.05] Le dio cumplidos a tu cabina, aparentemente imperturbado por la falta de decoración excepto acurios de pared a pared.",,[lspeed = 0.05] 他称赞了你的小屋，似乎完全不介意屋里除了一排排贴墙摆放的水族箱外，几乎没有任何装饰。
Text/6d/text,"[lspeed = 0.05] Like the great host you are, you offer him a drink.","[lspeed = 0.05] Como la gran anfitriona que eres, le ofreces una bebida.",,[lspeed = 0.05] 你像个好主人那样，发挥着自己的待客之道，为他倒了一杯水。
Text/6e/text,"[lspeed = 0.05] Oh, yes please!","[lspeed = 0.05] Ah, si por favor!",,[lspeed = 0.05] 谢谢，麻烦你了！
Text/6f/text,[lspeed = 0.05] Maybe you aren’t actually a good host since you don’t have much else.,[lspeed = 0.05] Al a mejor no eras tan buena anfitriona por que no tienes nada mas.,,[lspeed = 0.05] 话虽如此，你的待客之道大概也就到此为止了，毕竟家里没有其他东西可以招待他。
Text/70/text,"[lspeed = 0.05] Clearly it doesn’t put him off however, he downs the water as if all the talking had left him desperate for a gulp.","[lspeed = 0.05] Claramente no le molesta eso, se toma la agua en un tiro, como si toda esa platica lo habia dejado desesperado por un trago.",,[lspeed = 0.05] 不过他显然毫不介意，一口气将水喝了个精光，仿佛刚才说了太多话，早已口渴难耐。
Text/71/text,"[lspeed = 0.05] After he is done, you lead him towards your bedroom. You have him sit on your bed as you go to your closet to look for the comic that isn’t there.","[lspeed = 0.05] Despues de que acaba, le enseñas el camino a tu cuarto. Lo invitas a sentarse en tu cama mientras buscas la comic que no esta ahi.",,[lspeed = 0.05] 他喝完后，你将他带进卧室，让他在床上坐下，随后走到衣柜前，装模作样地寻找那本不存在的漫画。
Text/72/text,[lspeed = 0.05] When you turn around he’s out like a light- must’ve been tired.,[lspeed = 0.05] Cuando volteas esta dormido profundamente- deseguro estaba cansado.,,[lspeed = 0.05] 等你转过身时，他已经睡得不省人事。想必是太累了。
Text/73/text,"[lspeed = 0.05] You head to the kitchen, preparing the ingredients you need.","[lspeed = 0.05] Te diriges hacia la cosina, preparando los ingredientes que necesitas.",,[lspeed = 0.05] 你来到厨房，开始准备接下来需要的食材。
Text/74/text,"[lspeed = 0.05] Fish sauce, sugar, vegetable oil, a shallot, garlic, coconut soda, green onion and black pepper.","[lspeed = 0.05] Salsa de pescado, azucar, aceite de vegetal, una chalota, refresco de coco, cebolleta y pimienta negra.",,[lspeed = 0.05] 鱼露、糖、植物油、红葱头、大蒜、椰子汽水、小葱和黑胡椒。
Text/75/text,"[lspeed = 0.05] Your stomach was growling already. You must prepare the fish first so you turn to the one you brought home with you, knife in hand.","[lspeed = 0.05] Tu estomago ya esta rugiendo. Tienes que prepara el pescado primero asi que giras al que trajiste a casa contigo, cuchillo en mano.",,[lspeed = 0.05] 腹中的饥饿已经开始催促你。你握紧刀，走向今晚带回家的那条鱼，准备先将他处理干净。
Text/76/text,[lspeed = 0.05] Cutting into the flesh wasn’t very hard thankfully.,[lspeed = 0.05] Cortar la piel no fue muy dificil por suerte.,,[lspeed = 0.05] 好在，割开他的肉并不困难。
Text/77/text,"[lspeed = 0.05] Once the fish was marinating, you prepare the rest of the things you need in the claypot you purchased once long ago for this sort of occasion.","[lspeed = 0.05] Cuando el pescado termino de marinar, preparas el resto de las cosa que necesitas en la olla de barro que compraste hace una vez por este tipo de ocasion.",,[lspeed = 0.05] 将鱼腌好放在一旁后，你把其余配料放入砂锅。这口锅正是你多年前为了这种场合特意购置的。
Text/78/text,"[lspeed = 0.05] Poor Khanh, kind and hopeful Khanh.","[lspeed = 0.05] Pobre Khanh, amable y esperanzador Khanh.",,[lspeed = 0.05] 可怜的Khanh。善良又满怀希望的Khanh。
Text/79/text,"[lspeed = 0.05] The Catfish who just needed time to learn to love himself, robbed of it... But at least you got a delicious meal out of him, right?","[lspeed = 0.05] El pez gato que solo necesitaba tiempo para aprender a amarse a si mismo, ese tiempo fue robado… Pero al menos tuviste una cena deliciosa gracias a eso, ¿verdad?",,[lspeed = 0.05] 可怜的鲶鱼。他本来只需要一点时间，就能学会爱自己，可惜已经没有机会了...不过至少，他最后还给你贡献了一顿美餐，不是吗？
